sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,g-5,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7
id_6d39824ac,trt_cp,24,D2,-0.4072,-0.5856,-0.1418,0.4322,0.5906,-0.2111,0.7068,-0.7245,0.19,0.3605,0.4599,-0.617,0.6905,-1.274
id_6d3cc1275,trt_cp,24,D1,1.061,0.3802,-0.379,0.1608,0.3803,-0.0891,-1.483,-1.472,-0.1538,-0.4469,-0.4838,0.0039,-0.8625,-0.1534
id_6d3e8bbd7,trt_cp,48,D2,-0.2863,0.3074,-0.7926,0.4499,0.0109,0.289,0.0485,1.002,-0.7625,0.809,0.705,-0.1032,-0.9149,0.5236
id_6d3f4c9d7,trt_cp,72,D1,-0.4406,-0.8354,-0.8985,0.5654,0.0288,-0.6073,0.8333,0.232,0.9419,0.6365,0.6204,0.4041,0.3676,0.6668
id_6d438f87e,trt_cp,72,D2,-0.139,0.24,-0.7354,-1.16,-0.4361,-0.9891,-1.283,-0.1844,-1.049,0.2284,0.291,-0.0955,0.4312,-0.6508
id_6d44d3ba6,trt_cp,24,D2,-0.0827,0.2367,-1.322,-0.2296,-0.4541,-0.8688,-0.0067,-0.4437,0.8838,-0.6713,0.3014,0.7288,0.1545,-0.79
id_6d44e0b0e,trt_cp,48,D1,-0.4574,-0.2029,-0.1631,-0.0449,0.27,-0.2925,0.799,-0.0254,0.1721,-1.043,-0.7188,0.5434,-0.5541,-0.714
id_6d46a40f5,trt_cp,72,D1,0.6581,0.1391,1.691,-0.1315,-0.1978,-1.964,-0.1534,-0.3814,-0.175,-0.4928,-0.6601,-0.3745,0.4154,-0.4325
id_6d476cc38,trt_cp,48,D1,-0.5148,-0.2465,-0.2063,-0.2928,0.4995,-1.062,0.6622,0.0472,-0.3408,0.6717,-1.615,-0.4447,-0.3198,0.1447
id_6d484a3e8,trt_cp,24,D2,0.6927,0.6065,0.135,0.1967,-0.5324,-0.4854,-0.1555,-0.6447,-1,-0.9598,-1.498,-1.852,-1.393,-0.3096
id_6d4d04ec6,trt_cp,72,D1,3.307,-1.017,0.8107,0.2323,2.325,-4.143,-10,-10,-10,-10,-10,-10,-10,-7.128
id_6d4fb036e,trt_cp,48,D2,0.0546,0.2285,-0.1841,-0.8542,0.3327,-1.808,0.1722,-1.176,-0.9028,0.2506,-1.271,-0.2059,-0.3256,0.0077
id_6d5196dec,trt_cp,48,D2,-0.8164,-0.4312,1.692,-0.4248,-0.4757,-1.377,-1.189,-0.3999,-1.171,-0.8402,-0.8535,-1.076,-0.905,-0.6435
id_6d52ed3a2,trt_cp,48,D2,-0.0474,0.3754,-0.3705,-0.5888,-0.4978,-0.2856,0.4927,0.1975,1.03,-0.6954,1.054,0.8455,0.0073,-0.01
id_6d58a58d5,ctl_vehicle,72,D1,-0.2991,0.0256,1.517,-0.7318,0.4191,-0.3324,-0.5817,0.4298,0.3216,0.287,0.2837,-0.2908,0.3931,0.2866
id_6d58f5fe3,trt_cp,48,D1,0.0208,0.1775,2.727,0.0337,-1.018,0.3789,-1.699,-0.8652,-0.0246,0.4903,-0.1421,-0.0344,-0.2945,-0.2807
id_6d5989e3d,trt_cp,24,D2,2.515,0.9072,0.7153,3.955,2.619,0.3512,-3.225,-8.322,-8.691,-3.51,-7.202,-5.51,-9.532,-5.461
id_6d5a4d3ce,trt_cp,72,D2,-0.5612,0.0544,-0.1461,0.0595,-0.1797,-0.3449,-0.4063,1.32,-0.2944,0.1195,0.1813,0.1565,0.4866,-0.603
id_6d5cb02e2,trt_cp,24,D1,0.2672,-1.237,-0.1788,-0.2966,-0.7053,-1.202,-0.6373,0.0843,-0.398,-0.6914,-0.3593,0.0547,0.4052,0.0401
id_6d5fe9e8d,trt_cp,24,D1,-0.1852,0.543,0.6635,-0.1278,-0.8123,0.5532,-0.2843,0.2113,0.26,0.9635,0.2972,-0.0204,0.7463,0.8612
id_6d6069e07,trt_cp,24,D2,0.0017,0.2266,-0.3261,-0.4457,0.1813,-0.1195,-0.2456,0.5091,1.036,0.5681,0.3631,-0.7545,0.1714,0.938
id_6d61a0b6b,trt_cp,24,D2,0.1259,-1.23,-0.6153,0.0649,-0.6764,1.196,0.3718,-1.082,0.8351,0.6666,-0.298,0.2043,0.9711,1.273
id_6d6229db6,trt_cp,72,D1,-0.5794,-0.6409,0.026,0.5598,-0.8662,1.376,-0.075,-0.1177,-0.3286,-0.3223,-0.0981,0.3924,-0.0203,-0.2136
id_6d628e1ee,trt_cp,72,D2,-0.1624,0.9289,0.4687,-0.8491,-0.54,-0.899,0.3968,1.158,-0.7044,0.0188,-0.1834,-0.6778,-0.046,-0.2608
id_6d62da2de,trt_cp,48,D1,-1.094,-0.3201,-1.107,0.2894,1.28,0.2628,1.033,0.362,0.0257,0.5078,-0.7015,0.1535,-0.2784,0.6973
id_6d69c9e29,trt_cp,24,D2,-0.7067,0.1757,0.6443,-0.058,-0.7546,0.9447,0.945,-0.0736,0.6048,-0.3155,0.5604,-0.6527,0.989,-0.317
id_6d6fb8f8b,trt_cp,24,D1,0.421,-1.613,-0.3447,-0.2384,-0.6064,-1.242,0.3466,-0.0257,0.3206,0.4824,-0.8026,-0.9728,0.2357,0.1967
id_6d72465f4,ctl_vehicle,24,D1,-0.2032,0.2148,0.4751,0.4731,-0.362,0.6171,-0.5659,-0.7046,0.8379,-0.426,0.6393,0.258,0.4769,0.7255
id_6d726866c,trt_cp,48,D1,-0.5509,-0.7284,1.198,0.1247,-0.3755,0.1869,0.4052,-0.22,-0.1547,-0.8752,-0.6958,-0.9051,-0.1074,-0.8238
id_6d7953e01,trt_cp,48,D2,-1.067,0.1396,0.3694,-0.1886,0.0196,0.3069,-0.377,0.1713,0.3545,-0.6612,0.0982,0.0848,0.1158,0.2011
id_6d79a5e3e,trt_cp,72,D1,0.0286,0.7199,0.4519,0.7368,0.818,-1.624,0.7902,0.1928,0.202,0.8323,0.3895,1.032,0.3861,-0.5111
id_6d7bccf40,trt_cp,24,D2,0.244,0.8679,0.1138,-0.9339,-0.1846,-0.5053,-0.1541,-0.4596,0.9641,0.1173,-0.4799,0.1526,0.5061,-0.8878
id_6d8373760,trt_cp,24,D1,-0.3119,0.9251,-0.7247,-0.4712,-0.1142,0.2925,-0.6582,1.432,0.8987,0.5507,0.4616,1.421,0.9354,0.5819
id_6d837fb26,trt_cp,72,D2,-0.5458,-0.3373,-0.2725,-0.6227,-0.3902,-0.5042,0.8325,0.5324,-0.0001,0.4108,0.6911,-0.4005,0.3493,-1.28
id_6d8804652,trt_cp,24,D2,-0.6606,0.4991,-0.6206,0.6079,-0.076,0.3798,0.021,0.6107,-0.4069,-0.9031,-0.5781,-0.5604,0.1395,-0.2314
id_6d8c0662b,trt_cp,48,D1,-0.6534,0.842,-0.4399,-0.8097,-0.2217,-0.206,0.0512,-0.3081,0.4514,0.1245,0.4333,-1.015,-0.2481,0.0816
id_6d8c8ef43,trt_cp,24,D2,0.6308,-1.797,2.238,0.3126,-1.653,1.331,0.1482,-5.588,-1.447,-1.143,-0.3832,-0.2349,-2.479,-0.2742
id_6d8d361ff,trt_cp,72,D2,-0.0208,-0.3622,-0.0922,-0.9333,-0.2746,-2.999,0.239,0.1682,0.6645,-1.408,0.5092,-0.1611,0.3903,-0.5975
id_6d905faff,trt_cp,72,D1,0.9661,-0.6091,0.1525,-0.5069,0.2818,-1.265,0.4237,0.3136,-0.1773,-0.1207,-0.5187,-0.1109,-0.0374,-0.925
id_6d92c41b7,trt_cp,24,D2,-0.7602,-1.184,-0.1811,-0.0119,-0.8416,-0.3679,-0.328,0.475,-1.101,0.2507,-0.2035,-0.9273,0.7831,1.153
id_6d9316112,trt_cp,48,D2,-0.9238,-2.423,0.5843,0.7976,-1.725,0.0341,0.1059,-0.5015,-0.3189,0.2413,-0.4615,0.3777,-0.0304,0.2972
id_6d94be890,trt_cp,48,D1,-0.8741,-0.2338,-0.1793,-0.5167,0.7789,-0.0762,-0.6155,-2.823,-3.153,-0.6491,-1.89,-2.091,-2.617,0.4253
id_6d95c9e90,ctl_vehicle,48,D2,-0.7652,-0.052,0.2517,-0.4292,-0.1724,1.476,1.619,0.9126,2.038,-1.097,0.9997,1.563,0.7451,0.5487
id_6d97504df,trt_cp,72,D1,-1.221,-0.3836,-0.9827,0.723,0.6541,0.2423,0.6843,-0.1306,1.261,0.4062,1.51,0.4447,0.3327,0.4742
id_6d9c2cfa7,trt_cp,24,D1,0.2206,-0.3909,0.1852,0.3376,0.0097,-0.4598,-0.793,-1.326,-0.5216,-0.0248,-1.028,-0.0376,0.2564,-1.307
id_6d9c477a0,trt_cp,24,D1,-1.731,0.1959,1.295,2.925,1.907,0.5407,-0.0476,-4.131,-3.015,-0.8993,-3.054,-1.494,-2.15,-2.759
id_6d9f0c37f,trt_cp,24,D2,0.4272,-0.0916,-0.7452,0.3673,0.6173,-1.24,-0.1684,0.0457,0.4172,0.3064,-0.9549,0.4748,-0.5257,0.9521
id_6da1e7e47,trt_cp,24,D1,-0.0105,0.6,0.7532,1.328,0.1952,0.2085,0.5491,-1.218,-0.4057,-0.033,-0.5968,-0.1766,-1.057,-0.9279
id_6da22b5e6,trt_cp,48,D1,-0.6746,0.0769,0.1778,0.604,-0.5848,-1.255,0.522,1.774,-0.4619,0.4039,-0.491,-0.1199,-0.3537,-0.6736
id_6daad40a0,trt_cp,48,D1,-1.136,-0.4171,-0.2544,0.0088,1.118,-0.4873,0.5118,-0.5087,0.8107,0.5698,0.7201,0.0278,-0.289,-0.6343
id_6dac8c9e8,trt_cp,72,D1,-0.2022,0.5312,-0.6046,-0.0024,0.4423,0.966,0.7699,0.6098,0.3102,0.4938,0.302,-0.8153,0.3271,-0.0089
id_6dafa3e40,trt_cp,72,D1,0.3372,0.8614,-0.45,-0.0135,0.64,-0.4349,-0.067,-0.7005,-0.2877,0.8632,-0.1479,-0.3809,-0.5117,-0.7907
id_6db39ecfa,trt_cp,24,D2,0.1418,0.5545,2.055,0.71,0.4123,0.1613,0.584,-0.887,-0.0403,0.8046,-1.05,1.258,1.021,-0.2842
id_6db3f3e6d,trt_cp,72,D1,-1.035,-1.933,-0.2159,-0.8909,-1.267,-0.0696,-3.978,-3.985,-5.595,-5.343,-9.227,-6.6,-5.41,-4.716
id_6db43f743,trt_cp,24,D2,0.4733,-0.1878,0.626,0.2234,0.2545,-0.5827,-1.192,0.3732,0.1077,1.121,-0.2213,0.0399,-0.2661,-0.2933
id_6db79f54f,trt_cp,24,D2,2.099,-0.2288,0.0039,-1.602,0.6601,0.9081,-0.8479,-0.2616,-0.2503,0.2845,1.912,-0.4361,-0.2485,-0.8082
id_6db7f6738,trt_cp,48,D1,-0.5267,-0.7722,0.5824,-0.4118,1.159,0.2463,0.6937,0.2699,0.8066,-0.339,0.9907,0.5235,0.3261,0.0895
id_6dbdb9b26,ctl_vehicle,24,D2,0.0384,0.8529,-0.8099,-1.141,0.9317,0.0261,-0.2137,-0.5141,0.6464,0.4043,-0.4999,0.2473,1.028,0.2003
id_6dbdf3284,trt_cp,24,D1,-0.3965,-0.8173,-0.492,-0.5784,-0.75,2.998,-0.224,-0.2781,0.2584,0.081,0.0702,0.7393,0.4205,0.0812
id_6dc5d3a66,trt_cp,72,D1,0.9024,0.8356,-0.1698,0.7716,0.4069,-0.5654,0.6794,-0.5585,0.1573,-0.8142,1.149,-0.8151,1.22,-0.185
id_6dcc1641b,trt_cp,24,D2,-1.032,-0.8458,2.02,0.7618,-1.34,0.8934,-0.7994,-0.3435,0.2519,0.5634,0.832,1.363,-0.1728,0.2768
id_6dcc19a48,trt_cp,24,D1,0.5411,-0.363,0.4834,-0.1177,1.944,0.494,0.4802,0.0077,0.3166,0.8649,-1.421,-0.5464,0.4594,0.5174
id_6dd16c101,trt_cp,48,D2,7.103,0.5846,3.526,-0.8331,3.055,-3.646,-10,-9.397,-10,-8.502,-10,-10,-10,-7.49
id_6dd42ef64,trt_cp,48,D2,0.3771,0.3878,0.4712,-0.5702,1.05,0.1159,-0.1656,-1.226,-0.5422,-0.7534,-1.802,0.0408,0.0059,0.7398
id_6de6f3289,trt_cp,48,D1,-0.06,-1.718,1.698,-0.7045,-1.076,-0.1345,-0.2613,0.6753,-0.3949,-1.08,0.3579,0.3572,0.6884,-0.2983
id_6de8e119b,trt_cp,72,D1,0.2195,0.2605,0.1151,-0.9933,0.4873,-0.1893,-0.8352,-1.851,-0.185,0.4408,0.5241,-1.135,-1.75,0.2411
id_6dea6e134,trt_cp,48,D1,0.3668,0.2053,-0.1529,-1.326,0.0148,2.184,1.589,0.7422,-0.1713,0.2724,0.0239,0.8613,0.018,0.6445
id_6dee18fc5,trt_cp,48,D2,0.0527,0.2979,0.1442,-0.9938,-0.5598,-2.527,-0.1688,0.7113,-0.398,-0.6276,-0.4569,0.5731,0.4272,-0.4298
id_6def1ffed,trt_cp,48,D1,-0.7146,0.4383,0.0677,0.43,1.051,-0.0633,0.3249,0.1004,0.1632,0.3541,0.786,0.0937,0.2133,-1.019
id_6def640bf,trt_cp,24,D2,0.7001,1.151,0.7042,-0.7846,0.8976,0.9925,0.0657,-1.067,0.126,0.057,-0.4551,-1.064,-0.4616,0.5723
id_6df7679cc,ctl_vehicle,48,D2,-0.7622,-1.121,1.326,1.096,-1.815,-0.5226,0.2787,1.058,1.078,-0.5769,0.3864,0.6124,0.6841,0.6596
id_6dfcbbf80,trt_cp,72,D2,0.1189,-1.485,-3.276,-0.293,-0.3259,-0.2495,0.2713,0.1479,-0.0003,0.4603,-0.8463,0.0152,-0.1547,-0.0436
id_6dff99769,trt_cp,72,D2,0.4937,-0.0728,0.4976,0.8635,-0.9345,0.4639,0.7151,0.6809,-0.115,0.1197,0.4837,0.3034,0.7518,0.0116
id_6dffe2a4f,trt_cp,48,D1,-0.7219,1.034,-0.3395,-0.6653,-0.3813,2.124,-1.185,-0.755,-2.086,-1.894,-1.049,-1.849,-1.816,-1.101
id_6e053d59e,trt_cp,24,D2,-0.0932,0.8742,0.6805,-0.7894,0.817,0.0188,0.6343,-0.4734,0.3301,-0.4278,0.0173,-0.883,-0.3141,-0.7455
id_6e074c5bd,trt_cp,24,D2,-0.106,0.2172,-0.3972,0.3617,0.1424,-2.566,-0.7431,0.4526,-0.8466,-0.8565,0.2473,-0.3985,0.0471,-1.271
id_6e08033f6,trt_cp,72,D1,0.3382,0.1973,-0.5821,0.1457,-0.908,-0.0233,0.6328,0.1537,0.2257,-0.0997,0.0935,0.1488,0.5002,-0.4767
id_6e087b068,trt_cp,24,D1,0.3392,0.728,0.2049,-0.0982,0.3128,-0.1416,0.1929,-0.3942,-0.5801,-0.443,-0.9422,-0.0403,-0.6645,-0.4693
id_6e09b29a1,trt_cp,48,D1,3.914,-1.929,-0.4748,0.112,1.586,-2.641,0.7112,0.5235,1.185,0.1014,-0.2575,-0.7499,-2.908,0.2844
id_6e0afb672,trt_cp,24,D2,-0.6247,-0.0697,0.5511,0.4272,-0.9283,0.8576,-0.4699,0.921,0.0058,0.3263,0.0398,-0.374,0.9725,1.098
id_6e0b6f99a,trt_cp,24,D1,-0.3481,-0.9578,-0.2146,0.0682,0.496,0.4825,-0.4417,-0.0658,-0.8985,-1.139,0.8007,-0.5668,-0.1029,0.1115
id_6e0d17720,trt_cp,72,D1,0.7751,1.175,-0.6374,0.9996,3.348,-0.2764,-2.829,0.1648,-3.671,-4.782,-5.198,-0.0392,-0.3557,-3.184
id_6e1189855,trt_cp,24,D1,-1.285,0.3773,-0.414,0.4165,0.7517,2.319,0.812,-0.5337,0.1255,0.08,0.4085,0.3709,0.2164,0.126
id_6e19f7cae,trt_cp,72,D2,-1.665,0.5243,0.1184,0.2458,0.0004,-0.1987,0.1578,-0.0026,0.6399,0.3789,0.4292,-0.3638,0.6206,-0.1746
id_6e1f1ab7d,trt_cp,24,D2,0.4891,-0.0126,-0.4706,-1.405,-0.277,0.0594,0.1426,-0.3472,0.1003,1.017,-0.6496,0.1564,-0.2707,-0.2898
id_6e20a161b,trt_cp,24,D2,-0.3206,0.2743,0.6453,0.0843,1.218,0.6762,-0.8606,-0.6734,-0.5823,-0.1113,0.193,-0.1697,-0.8889,-0.2303
id_6e241a4e1,trt_cp,48,D2,0.1488,-0.0587,0.2473,-0.3149,-0.372,-0.5035,0.3008,0.0513,-0.1099,-0.5417,0.4667,-1.171,-1.154,-0.231
id_6e25baa31,trt_cp,72,D2,0.2844,-0.9009,0.4616,0.0944,0.2089,0.2165,0.1004,0.3158,-0.5422,0.3013,-1.125,0.0701,0.0212,-2.158
id_6e28a834f,trt_cp,48,D2,0.5656,-0.458,-0.6675,-0.3558,0.5745,0.134,0.7285,0.691,0.5935,-0.0604,0.9151,0.7627,0.3175,1.117
id_6e292654d,trt_cp,48,D2,0.4647,0.5095,0.5032,1.102,-0.3887,1.021,0.102,-0.2137,0.389,-0.0031,-0.2206,0.767,-0.0097,0.3578
id_6e2c9f50d,trt_cp,24,D1,0.4701,0.5246,-0.7056,0.8664,0.2457,0.5889,0.2981,-0.5034,-0.2837,0.9223,-0.5934,-0.2714,0.3275,-0.795
id_6e3249f8c,trt_cp,48,D2,0.5049,0.6535,0.0001,0.0022,-0.2467,-0.092,-0.9375,-0.0909,-0.4743,0.1888,0.4464,-0.5166,0.1268,0.3633
id_6e3574b72,trt_cp,24,D2,-0.5056,-1.02,-0.2908,0.5861,-1.21,0.2809,0.9759,-0.2485,0.5882,-0.2627,-0.893,-0.3918,0.2116,-1.054
id_6e35acf6b,trt_cp,24,D2,4.119,0.5166,-0.3026,2.957,1.47,-2.094,1.122,0.2619,-1.207,0.2851,1.122,-0.9139,-1.93,0.3942
id_6e38c4750,trt_cp,24,D1,0.1612,0.8104,4.291,0.5116,0.3501,0.5295,-0.1433,0.6773,-0.9091,0.1436,0.2695,0.5426,-0.1376,0.2707
id_6e42e8433,ctl_vehicle,24,D2,0.0567,1.392,-0.835,-0.7391,0.9954,-1.742,-0.4137,0.0284,-0.332,-0.3116,-0.2397,0.6386,0.4964,-0.8001
id_6e479b7bf,trt_cp,24,D2,-0.6409,0.1366,1.138,0.5207,-0.1222,-1.852,0.7047,-0.2129,-0.112,1.051,1.055,-0.1423,0.5463,0.0243
id_6e4b74164,trt_cp,48,D1,-0.4607,0.15,-0.3189,-0.3315,-0.1919,0.6798,0.0098,0.6166,-0.3038,-0.2709,0.3577,-0.3871,1.151,0.5104
id_6e4ce9ca3,trt_cp,48,D2,-1.317,-0.9523,-0.4237,0.8468,-0.8064,-0.064,0.2607,-0.4778,-0.0327,0.2672,-0.6534,-0.2777,-0.3664,0.6142
id_6e4f8895b,trt_cp,24,D2,1.941,0.5333,1.27,3.334,0.9441,-1.248,-3.374,-8.86,-7.823,-2.732,-8.494,-4.311,-9.496,-5.028
id_6e5183769,trt_cp,24,D2,-0.2575,0.573,-0.8385,-0.7225,0.5517,0.1862,-0.1555,1.001,-0.0265,0.5828,0.1043,0.1361,0.4494,0.8604
id_6e556d70f,trt_cp,24,D2,-0.7032,-0.0373,0.0771,-0.655,0.2836,0.1446,0.5829,-0.0402,0.8592,-0.5129,0.1755,0.0357,0.3028,-0.3248
id_6e62ee1d4,trt_cp,72,D1,7.794,-0.697,1.541,1.758,3.798,-0.7034,-10,-10,-10,-10,-10,-10,-10,-9.389
id_6e65b408b,trt_cp,48,D1,-0.3604,0.8344,0.796,-0.1194,1.539,-0.4111,-0.6402,-0.8327,-0.3532,0.0606,-0.1896,-1.051,-0.5197,-1.781
id_6e6b9cc73,trt_cp,72,D1,0.2187,-0.1727,1.516,-0.2678,-1.189,0.8807,-0.8103,-0.596,-2.348,-0.3042,-1.214,-0.1489,-1.957,-2.333
id_6e6bf8468,trt_cp,24,D1,-0.0444,0.7243,0.1777,1.865,-0.3291,0.2577,0.1625,0.1765,-0.4038,-1.134,-0.1301,0.3244,-0.1284,0.0772
id_6e7459617,trt_cp,72,D2,1.107,-0.5276,-0.5021,-0.7683,0.7494,-0.217,0.6821,0.356,-0.2563,0.0001,0.6387,1.453,1.401,0.5344
id_6e79365fc,trt_cp,24,D1,0.9673,0.719,0.2261,0.4583,0.8405,0.043,0.0228,-0.8902,-0.5416,-0.1325,-1.618,-0.394,-1.153,-1.49
id_6e7d999c4,trt_cp,24,D2,0.378,0.0301,0.2423,-0.6016,-0.2634,0.059,0.7073,1.298,-0.1971,-1.125,0.2425,0.4606,-0.3104,0.0702
id_6e7ff75d1,trt_cp,24,D2,-0.3359,-0.5433,-0.8565,-0.1648,-0.3181,0.8396,-0.1372,0.8235,-0.3261,-0.4304,0.4044,0.0048,-0.3601,0.6208
id_6e81afa87,trt_cp,48,D2,0.7811,-0.4741,0.8401,-0.3099,-0.3941,-1.715,-0.416,-0.5709,0.1856,0.7789,-0.0319,0.0562,-0.03,0.1566
id_6e875f3fb,trt_cp,48,D1,-0.6253,-0.3984,0.3155,-0.4426,1.356,-0.3704,0.0994,-0.3393,0.875,-1.924,-0.0982,0.2894,-0.2036,-0.6279
id_6e882c5ce,ctl_vehicle,72,D1,-1.103,-0.2354,-0.7244,0.2822,-1.34,0.3279,0.0946,-0.2605,-0.1305,0.6988,0.4204,-1.349,0.055,0.2986
id_6e89680d2,trt_cp,48,D1,-0.8096,0.7454,-0.9524,-0.0158,-0.641,-2.819,0.2154,0.3526,0.2106,1.084,0.594,0.7977,0.4114,0.4036
id_6e8caf01d,trt_cp,24,D2,-0.2269,-0.1894,2.113,-0.2603,0.0146,-2.481,0.3782,0.2154,-0.0428,0.0655,-0.362,-0.0101,0.8857,-0.4235
id_6e92360d4,trt_cp,24,D2,-0.5491,-0.3164,-0.7072,0.5996,0.0503,-0.0681,1.444,0.5269,0.9521,0.7599,0.6188,1.138,0.7301,0.0281
id_6e92c41e0,trt_cp,24,D1,-0.5924,-1.807,-0.9035,-0.4534,-0.7001,0.8467,-0.8588,0.1012,0.0273,-0.6534,0.1927,-0.5323,0.005,0.3983
id_6e9303e7d,trt_cp,72,D1,-2.359,-1.267,-0.4207,-0.3918,-2.33,-1.048,-2.176,-5.438,-7.628,-5.969,-7.696,-6.993,-8.241,-1.263
id_6e93d29ff,trt_cp,72,D2,1.376,0.8637,0.4909,0.2338,-0.3543,-1.074,-0.0901,-0.5929,0.4942,0.1231,0.0081,0.4749,0.2839,-0.7889
id_6e9884267,trt_cp,72,D2,-0.6261,-0.2954,-0.2071,-0.4374,0.1581,0.562,0.1717,0.5155,0.3106,0.1134,0.3781,-0.198,0.5344,-0.0916
id_6e98af0e1,trt_cp,48,D1,-0.3241,0.0683,-0.9816,-0.1734,-0.7359,-0.1232,0.3277,0.1591,-0.457,0.1057,1.104,-0.2992,0.4063,-0.6807
id_6e98c38ec,trt_cp,48,D1,0.2248,-0.652,1.145,-0.1221,-0.0215,1.403,0.7775,0.2627,0.6375,0.8894,0.7086,1.005,1.433,-0.3705
id_6e9ad0675,trt_cp,48,D1,0.1713,0.9347,-0.1481,-0.1818,0.0724,-0.0769,0.2774,0.3847,-0.6117,-0.8528,-1.447,0.6665,-0.0285,-0.1114
id_6e9d70908,ctl_vehicle,24,D2,0.7261,1.105,0.2659,-0.6147,0.924,-0.8618,0.3012,0.2032,-0.5536,-1.404,-0.3594,0.354,0.6151,0.5496
id_6ea1b73e9,trt_cp,72,D1,-0.6007,-0.2499,-1.016,0.0421,-0.6918,0.4396,-0.3682,0.2296,0.9627,0.1947,0.1729,0.8208,0.4708,-0.5315
id_6ea4a56b3,trt_cp,48,D1,-0.5247,-1.612,1.975,0.4209,2.487,-0.2864,0.08,-0.0492,-1.03,-0.0462,-0.8995,-0.3635,-0.5302,-1.551
id_6eadfefab,ctl_vehicle,72,D2,-0.8006,0.7293,-0.6514,-0.3733,-0.5449,-0.8529,-1.555,0.2877,0.1339,-1.469,0.1144,-0.112,-0.312,-0.0738
id_6eb17a19e,trt_cp,48,D1,-0.2998,-0.816,0.5514,-1.204,-1.298,-0.2195,-0.7006,-1.167,-0.0486,-0.5591,-0.1436,0.4308,0.3014,0.126
id_6ebb48e13,trt_cp,48,D2,0.3388,-0.5764,0.8031,0.1278,-0.3563,0.1402,0.2644,0.9922,0.7444,-0.0456,1.498,0.4158,0.5997,0.9259
id_6ebd80bab,trt_cp,48,D2,-0.2618,-1.411,-1.527,-0.1937,0.6681,0.6874,1.418,-0.9823,1.15,0.4731,0.7772,-0.4479,0.7448,1.279
id_6ec1c0115,trt_cp,72,D2,-0.1833,0.8942,-2.802,-0.9378,2.17,-4.592,0.3743,-0.4043,-0.1605,0.0569,-0.4845,0.0088,1.29,1.129
id_6ec2280ab,trt_cp,24,D2,0.3122,-0.095,1.588,0.1623,-0.3312,-0.2636,-0.1038,0.2482,0.1104,-0.5856,-0.2637,0.0657,0.2909,0.865
id_6ec3f8878,trt_cp,72,D2,-1.005,0.4454,-0.5056,-0.3741,-0.2508,0.6771,0.3112,0.0876,0.484,0.685,0.2728,0.8967,1.052,0.9595
id_6ec6f38a5,trt_cp,48,D2,4.76,0.1756,2.205,4.372,2.132,-0.755,-9.829,-9.939,-9.939,-6.629,-9.939,-9.939,-9.939,-9.166
id_6ec89594d,trt_cp,24,D2,3.293,1.287,1.118,3.289,1.668,0.5768,-4.458,-7.452,-7.533,-3.324,-6.975,-4.085,-9.263,-3.251
id_6ec9a087c,trt_cp,24,D1,1.706,-0.4722,-0.0446,0.1909,-1.03,-0.1823,-0.3168,-0.3858,-1.139,0.6408,-0.6702,-0.0194,-0.8168,0.4666
id_6ecb1d90a,trt_cp,48,D1,-0.0466,-0.271,-0.8437,0.029,0.2477,1.315,0.7767,0.4655,-0.4996,-0.9465,-0.3342,0.6973,-0.0267,0.3821
id_6ecdad8eb,trt_cp,72,D1,-0.0676,-1.03,-0.3704,-0.0301,0.612,0.2659,0.3271,0.154,0.2554,-0.6689,-0.1781,0.3719,-0.1849,-0.9143
id_6ecfde5de,trt_cp,72,D1,6.282,-1.88,1.027,1.581,2.887,-0.7526,-10,-10,-10,-9.192,-10,-10,-10,-6.153
id_6ed271adb,trt_cp,24,D1,0.6993,-0.0624,-0.4755,-0.2917,-1.089,-1.287,-0.3732,-0.5506,-1.226,-1.564,-1.324,-0.3853,-0.0715,-0.7035
id_6ed53951c,trt_cp,24,D1,-0.8126,-0.6363,0.5761,-0.3443,-0.3941,-0.428,0.3662,0.8235,0.8888,0.3305,-0.3803,0.1399,-0.5267,-0.4254
id_6ed6eeecd,trt_cp,72,D2,0.8094,0.0154,0.4216,0.3098,0.2341,0.392,0.5289,-0.9552,-0.4938,0.435,-0.9413,-1.227,-0.1095,0.4016
id_6ed8f81c6,trt_cp,72,D2,3.354,0.3926,-0.0723,3.806,-0.7653,0.6217,-3.079,-0.8624,-0.8869,-3.544,-4.964,-5.479,-8.793,-3.567
id_6eda8573b,trt_cp,72,D2,-0.8064,-1.491,-1.045,2.377,-0.7888,0.8454,-1.764,-2.391,-2.452,-3.221,-1.111,-2.483,-2.557,-0.0142
id_6ee096109,trt_cp,48,D2,-0.0693,1.025,-0.2928,-0.1452,-0.693,-1.023,0.9274,0.4264,0.1009,-1.463,0.1485,0.1152,-0.357,0.1997
id_6ee0b0bb9,ctl_vehicle,72,D1,-0.4684,0.3318,-0.3686,0.2921,-0.0158,-0.1785,-0.088,0.941,0.8247,0.3272,0.6381,0.8819,0.2396,1.366
id_6ee72f9d1,trt_cp,48,D2,1.41,-2.41,-0.8688,-0.2853,-1.578,-0.1222,1.374,0.6107,-0.7228,-0.324,-1.174,-2.882,-2.018,-0.7756
id_6ee7ad654,trt_cp,24,D1,-0.6079,-0.0344,0.9338,0.2495,1.141,0.4132,0.1775,-0.4696,0.5614,0.4146,0.4354,0.177,0.4009,-0.1088
